INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE,AREA_Adyar,AREA_AnnaNagar,AREA_Chromepet,AREA_KKNagar,AREA_Karapakkam,AREA_TNagar,AREA_Velachery
1668,2,1,1,0,11,10044620,0,0,0,1,0,0,0
1444,2,1,1,0,25,9153720,0,0,0,1,0,0,0
1121,1,1,1,1,28,9089520,0,0,1,0,0,0,0
1514,2,1,1,1,22,9075660,0,0,0,1,0,0,0
1256,2,1,1,1,3,9957800,0,0,1,0,0,0,0
672,1,1,0,1,19,5805250,0,0,0,0,1,0,0
908,1,1,1,1,37,13087155,1,0,0,0,0,0,0
1631,2,2,0,1,18,9314000,0,0,0,0,1,0,0
1001,1,1,1,1,36,10533755,1,0,0,0,0,0,0
1618,2,1,1,0,48,11462310,0,0,0,0,0,0,1
2340,4,2,0,1,20,12948200,0,0,0,1,0,0,0
1159,1,1,1,0,50,6149625,0,0,0,0,1,0,0
1775,2,1,1,1,25,11031600,0,0,0,0,0,0,1
1008,1,1,1,0,19,12713050,0,0,1,0,0,0,0
1563,2,1,1,1,11,15664740,0,0,0,0,0,0,1
1723,2,1,1,1,5,11265520,0,0,0,1,0,0,0
1543,2,1,1,0,46,12900790,0,0,0,0,0,0,1
1231,2,1,1,0,28,10271420,0,0,1,0,0,0,0
1995,2,1,2,0,32,14154840,0,0,0,0,0,1,0
2113,3,2,0,0,28,12160420,0,0,0,1,0,0,0
1849,2,1,2,1,24,22084180,0,0,0,0,0,1,0
1095,1,1,1,1,12,9953350,0,0,1,0,0,0,0
1057,1,1,1,0,46,8788500,0,0,0,0,1,0,0
841,1,1,0,1,25,6266250,0,0,0,0,1,0,0
693,1,1,0,1,33,6879510,1,0,0,0,0,0,0
1666,1,1,2,0,24,11991280,0,1,0,0,0,0,0
1517,1,1,2,1,43,19817860,0,0,0,0,0,1,0
1854,2,1,2,0,42,19766360,0,1,0,0,0,0,0
789,1,1,0,0,38,8098070,1,0,0,0,0,0,0
760,1,1,0,1,3,8274000,0,0,1,0,0,0,0
1137,1,1,1,0,11,8912540,0,0,1,0,0,0,0
1687,1,1,2,1,13,19609810,0,1,0,0,0,0,0
984,1,1,1,1,13,5340750,0,0,0,0,1,0,0
1662,2,2,0,0,14,12825500,0,0,0,0,1,0,0
1065,1,1,1,0,19,8717385,1,0,0,0,0,0,0
1621,2,1,1,0,29,9928200,0,0,0,1,0,0,0
703,1,1,0,1,21,8231860,0,0,1,0,0,0,0
1221,2,1,1,0,33,9833270,0,0,1,0,0,0,0
1577,2,1,1,0,11,13277420,0,0,0,1,0,0,0
989,1,1,1,1,3,10613930,0,0,1,0,0,0,0
1368,2,1,1,1,27,10801520,0,0,0,1,0,0,0
2365,4,2,0,1,30,18637600,0,0,0,1,0,0,0
1525,1,1,2,0,32,17566590,0,1,0,0,0,0,0
1180,1,1,1,1,19,9397585,1,0,0,0,0,0,0
1122,1,1,1,0,18,6889250,0,0,0,0,1,0,0
1775,1,1,2,1,33,19512010,0,1,0,0,0,0,0
1877,2,1,2,0,30,13064510,0,1,0,0,0,0,0
760,1,1,0,0,17,8386750,0,0,1,0,0,0,0
2297,4,2,0,0,17,11569680,0,0,0,1,0,0,0
787,1,1,0,1,8,7825375,0,0,0,0,1,0,0
2317,4,2,0,0,28,10502160,0,0,0,1,0,0,0
749,1,1,0,1,34,5286000,0,0,0,0,1,0,0
1616,2,1,1,0,13,9794230,0,0,0,0,0,0,1
1284,2,2,0,1,25,9885575,1,0,0,0,0,0,0
756,1,1,0,1,38,10478100,0,0,1,0,0,0,0
1238,2,1,1,0,34,9345900,0,0,1,0,0,0,0
1236,2,1,1,1,31,9314050,0,0,1,0,0,0,0
1664,1,1,2,0,42,13251910,0,0,0,0,0,1,0
1537,1,1,2,0,19,18331880,0,1,0,0,0,0,0
1731,2,1,1,0,43,13478680,0,0,0,0,0,0,1
929,1,1,1,1,3,8907400,0,0,1,0,0,0,0
786,1,1,0,0,20,8185800,0,0,1,0,0,0,0
1370,2,2,0,1,14,9125250,0,0,0,0,1,0,0
1685,2,2,0,0,38,6922750,0,0,0,0,1,0,0
1549,1,1,2,0,29,12133650,0,0,0,0,0,1,0
1539,1,1,2,1,18,18200410,0,1,0,0,0,0,0
1898,2,1,2,0,41,13485130,0,1,0,0,0,0,0
918,1,1,1,1,5,11762550,0,0,1,0,0,0,0
774,1,1,0,1,36,9104380,0,0,1,0,0,0,0
1072,1,1,1,0,36,11935950,0,0,1,0,0,0,0
1239,2,1,1,1,22,10881130,0,0,1,0,0,0,0
1362,2,1,1,0,27,12146740,0,0,0,1,0,0,0
1785,1,1,2,1,31,14128990,0,0,0,0,0,1,0
2181,3,2,0,1,30,11821400,0,0,0,1,0,0,0
2033,3,2,0,1,29,12528840,0,0,0,1,0,0,0
952,1,1,1,0,22,10552045,1,0,0,0,0,0,0
1066,1,1,1,0,30,12406100,0,0,1,0,0,0,0
1153,1,1,1,1,30,14377300,0,0,1,0,0,0,0
1849,3,2,0,1,15,9487400,0,0,0,0,0,0,1
1095,1,1,1,1,32,5472500,0,0,0,0,1,0,0
1100,1,1,1,1,33,10252895,1,0,0,0,0,0,0
1300,2,2,0,0,26,10989305,1,0,0,0,0,0,0
1806,2,1,2,0,32,11838240,0,0,0,0,0,1,0
1897,2,1,2,0,12,12624040,0,1,0,0,0,0,0
1121,1,1,1,0,23,8288050,0,0,1,0,0,0,0
985,1,1,1,0,31,11903865,1,0,0,0,0,0,0
1782,2,1,1,1,19,10274050,0,0,0,0,0,0,1
1582,1,1,2,0,25,17398770,0,1,0,0,0,0,0
1225,2,1,1,1,5,9680500,0,0,1,0,0,0,0
1727,2,1,1,1,23,11855060,0,0,0,1,0,0,0
1712,2,1,1,1,18,15849210,0,0,0,0,0,0,1
1089,1,1,1,1,21,8585715,1,0,0,0,0,0,0
1532,2,1,1,0,52,11452010,0,0,0,0,0,0,1
1301,1,1,1,1,14,9675500,0,0,0,1,0,0,0
812,1,1,1,0,30,6285850,1,0,0,0,0,0,0
863,1,1,1,0,36,7813750,0,0,1,0,0,0,0
1686,2,1,1,1,32,10094840,0,0,0,0,0,0,1
1332,1,1,1,0,37,11235750,0,0,0,0,1,0,0
969,1,1,1,1,37,13556150,0,0,1,0,0,0,0
1300,2,2,0,0,35,9023925,1,0,0,0,0,0,0
593,1,1,0,1,13,4863375,0,0,0,0,1,0,0
809,1,1,1,0,36,6511200,0,0,1,0,0,0,0
1105,1,1,1,1,6,7511125,0,0,0,0,1,0,0
542,1,1,0,0,34,3013500,0,0,0,0,1,0,0
1608,2,2,0,0,21,9243750,0,0,0,0,1,0,0
2271,4,2,0,0,12,17422860,0,0,0,1,0,0,0
1915,3,2,0,0,10,9917200,0,0,0,1,0,0,0
2152,3,2,0,0,29,16834800,0,0,0,1,0,0,0
1068,1,1,1,0,39,7586885,1,0,0,0,0,0,0
1810,3,2,0,0,54,8907630,0,0,0,0,0,0,1
1939,3,2,0,1,15,9519320,0,0,0,0,0,0,1
1905,2,1,2,0,25,20591900,0,1,0,0,0,0,0
1057,1,1,1,1,29,8111350,0,0,1,0,0,0,0
1920,3,2,0,1,41,16484920,0,0,0,0,0,0,1
1577,1,1,2,0,10,11992650,0,0,0,0,0,1,0
787,1,1,0,1,16,5256625,0,0,0,0,1,0,0
1916,2,1,2,1,34,14715230,0,0,0,0,0,1,0
1527,2,1,1,1,21,10829380,0,0,0,1,0,0,0
1248,2,1,1,0,19,9747000,0,0,1,0,0,0,0
1555,2,1,1,0,43,8762530,0,0,0,0,0,0,1
2323,4,2,0,0,27,17529340,0,0,0,1,0,0,0
961,1,1,1,1,18,9198300,0,0,1,0,0,0,0
849,1,1,1,0,11,8823380,0,0,1,0,0,0,0
1938,3,2,0,1,24,15317750,0,0,0,0,0,0,1
1147,1,1,1,0,39,10152390,0,0,1,0,0,0,0
1976,2,1,2,1,13,22829130,0,1,0,0,0,0,0
973,1,1,1,0,6,6878875,0,0,0,0,1,0,0
1472,2,1,1,1,6,11506980,0,0,0,1,0,0,0
1689,1,1,2,0,28,13454780,0,1,0,0,0,0,0
1208,1,1,1,1,12,12048000,0,0,0,0,1,0,0
1268,2,2,0,0,15,10769525,1,0,0,0,0,0,0
1640,1,1,2,0,8,10342830,0,0,0,0,0,1,0
635,1,1,0,1,16,5597240,1,0,0,0,0,0,0
1996,3,2,0,1,26,11307820,0,0,0,0,0,0,1
2404,4,2,0,0,21,11040620,0,0,0,1,0,0,0
1675,2,1,1,1,50,13190720,0,0,0,0,0,0,1
797,1,1,0,0,16,7160890,0,0,1,0,0,0,0
1256,1,1,1,0,20,5643000,0,0,0,0,1,0,0
1938,2,1,2,1,5,22181670,0,0,0,0,0,1,0
757,1,1,0,1,34,11415700,0,0,1,0,0,0,0
520,1,1,0,0,32,4849000,0,0,0,0,1,0,0
878,1,1,0,1,23,10387250,0,0,0,0,1,0,0
927,1,1,1,1,17,10889570,1,0,0,0,0,0,0
1751,2,1,1,1,23,10358610,0,0,0,0,0,0,1
764,1,1,0,0,30,8476180,0,0,1,0,0,0,0
1674,2,1,1,0,24,13098030,0,0,0,0,0,0,1
1681,2,1,1,1,14,10644830,0,0,0,0,0,0,1
1976,2,1,2,0,31,21473270,0,1,0,0,0,0,0
1505,1,1,2,0,21,9630420,0,1,0,0,0,0,0
888,1,1,0,0,19,6428250,0,0,0,0,1,0,0
1680,2,1,1,1,7,7418190,0,0,0,0,0,0,1
631,1,1,0,1,23,6543375,0,0,0,0,1,0,0
1227,2,1,1,1,4,10787350,0,0,1,0,0,0,0
1124,1,1,1,1,41,7827250,0,0,0,0,1,0,0
1962,2,1,2,1,30,22449450,0,1,0,0,0,0,0
1261,2,1,1,0,12,9718570,0,0,1,0,0,0,0
1164,1,1,1,0,39,13271000,0,0,1,0,0,0,0
1313,1,1,1,1,6,9414520,0,0,0,1,0,0,0
1723,1,1,2,1,38,19909630,0,0,0,0,0,1,0
1144,1,1,1,1,36,14926255,1,0,0,0,0,0,0
1740,2,1,1,1,23,16803310,0,0,0,0,0,0,1
1163,1,1,1,1,31,10471560,0,0,1,0,0,0,0
708,1,1,0,0,14,7745900,0,0,1,0,0,0,0
1855,3,2,0,0,54,7603630,0,0,0,0,0,0,1
563,1,1,0,0,48,7116000,0,0,0,0,1,0,0
1768,1,1,2,1,38,14739250,0,1,0,0,0,0,0
943,1,1,1,1,9,5796000,0,0,0,0,1,0,0
931,1,1,1,0,36,7520800,0,0,1,0,0,0,0
1127,1,1,1,1,36,9701800,0,0,1,0,0,0,0
1629,2,1,1,0,28,14192960,0,0,0,1,0,0,0
1656,1,1,2,1,17,14920370,0,1,0,0,0,0,0
1676,1,1,2,1,10,12961070,0,0,0,0,0,1,0
856,1,1,1,0,30,8191250,0,0,1,0,0,0,0
1663,2,1,1,1,11,14684370,0,0,0,0,0,0,1
1905,2,1,2,1,30,13152750,0,1,0,0,0,0,0
861,1,1,0,1,6,8245625,0,0,0,0,1,0,0
1183,1,1,1,1,30,9627210,0,0,1,0,0,0,0
1352,2,2,0,1,42,10937250,0,0,0,0,1,0,0
1510,1,1,2,0,39,10975430,0,1,0,0,0,0,0
987,1,1,1,1,19,9963440,0,0,1,0,0,0,0
1245,1,1,1,1,15,7830375,0,0,0,0,1,0,0
1144,1,1,1,0,12,7464800,0,0,1,0,0,0,0
790,1,1,0,0,34,6846100,0,0,1,0,0,0,0
1736,2,1,1,1,23,11252380,0,0,0,1,0,0,0
1950,3,2,0,1,45,11266200,0,0,0,0,0,0,1
2186,3,2,0,1,18,17733960,0,0,0,1,0,0,0
843,1,1,1,0,26,8335390,1,0,0,0,0,0,0
1022,1,1,1,0,10,9036250,1,0,0,0,0,0,0
2397,4,2,0,0,25,11770840,0,0,0,1,0,0,0
1083,1,1,1,0,33,9519460,0,0,1,0,0,0,0
923,1,1,1,0,33,8984810,1,0,0,0,0,0,0
1958,2,1,2,1,25,22744800,0,1,0,0,0,0,0
631,1,1,0,1,21,8141330,1,0,0,0,0,0,0
1829,2,1,2,0,34,19806350,0,1,0,0,0,0,0
2228,4,2,0,0,23,11966860,0,0,0,1,0,0,0
1969,2,1,2,1,20,15342740,0,1,0,0,0,0,0
1128,1,1,1,0,12,9985710,0,0,1,0,0,0,0
922,1,1,1,0,36,6442655,1,0,0,0,0,0,0
1141,1,1,1,1,15,13883800,0,0,1,0,0,0,0
1537,2,1,1,0,9,9920630,0,0,0,0,0,0,1
720,1,1,0,1,23,11427045,1,0,0,0,0,0,0
2175,3,2,0,0,8,11790660,0,0,0,1,0,0,0
1152,1,1,1,1,10,8235750,1,0,0,0,0,0,0
2278,4,2,0,1,16,12527740,0,0,0,1,0,0,0
2460,4,2,0,1,7,19389140,0,0,0,1,0,0,0
1940,3,2,0,1,18,17797530,0,0,0,0,0,0,1
693,1,1,0,0,29,4680125,0,0,0,0,1,0,0
966,1,1,1,0,4,8952550,0,0,1,0,0,0,0
898,1,1,1,1,12,9350380,1,0,0,0,0,0,0
918,1,1,1,0,35,9876540,1,0,0,0,0,0,0
1918,2,1,2,0,15,19609850,0,1,0,0,0,0,0
2333,4,2,0,0,14,17171100,0,0,0,1,0,0,0
768,1,1,0,1,28,4855000,0,0,0,0,1,0,0
783,1,1,0,1,13,9165460,0,0,1,0,0,0,0
1661,1,1,2,0,28,12356960,0,1,0,0,0,0,0
958,1,1,1,1,33,12473300,0,0,1,0,0,0,0
1276,2,2,0,0,12,12858080,1,0,0,0,0,0,0
1877,3,2,0,1,22,15665660,0,0,0,1,0,0,0
1845,2,1,2,1,44,12053080,0,1,0,0,0,0,0
1533,2,1,1,1,20,9357800,0,0,0,1,0,0,0
1257,2,1,1,1,5,12851040,0,0,1,0,0,0,0
1353,2,2,0,1,31,9109750,0,0,0,0,1,0,0
1672,2,1,1,1,44,7512030,0,0,0,0,0,0,1
1097,1,1,1,1,15,12764450,0,0,1,0,0,0,0
1986,3,2,0,1,19,10509200,0,0,0,1,0,0,0
1083,1,1,1,0,27,7155650,0,0,1,0,0,0,0
1218,2,1,1,1,34,12919650,0,0,1,0,0,0,0
1903,2,1,2,0,27,13953400,0,0,0,0,0,1,0
860,1,1,1,1,6,12370100,0,0,1,0,0,0,0
1003,1,1,1,0,30,6329250,0,0,0,0,1,0,0
1078,1,1,1,1,27,12846400,0,0,1,0,0,0,0
1133,1,1,1,1,22,9728460,0,0,1,0,0,0,0
1494,2,1,1,0,23,9354680,0,0,0,1,0,0,0
626,1,1,0,0,32,8173180,1,0,0,0,0,0,0
719,1,1,0,0,37,7352150,0,0,1,0,0,0,0
921,1,1,1,1,33,5655625,0,0,0,0,1,0,0
1867,2,1,2,1,8,21988560,0,0,0,0,0,1,0
1010,1,1,1,0,36,8867600,0,0,1,0,0,0,0
1404,2,2,0,0,13,6569750,0,0,0,0,1,0,0
1305,1,1,1,0,38,6602375,0,0,0,0,1,0,0
1647,2,2,0,1,15,10239375,0,0,0,0,1,0,0
1433,2,2,0,1,6,9831375,0,0,0,0,1,0,0
925,1,1,1,0,29,9151000,0,0,1,0,0,0,0
964,1,1,1,1,7,10066680,0,0,1,0,0,0,0
571,1,1,0,0,21,7899500,0,0,0,0,1,0,0
1828,2,1,2,0,34,12251920,0,1,0,0,0,0,0
1595,2,2,0,1,40,9495375,0,0,0,0,1,0,0
615,1,1,0,1,28,7700720,1,0,0,0,0,0,0
919,1,1,1,1,37,12217100,0,0,1,0,0,0,0
1018,1,1,1,1,33,11139610,0,0,1,0,0,0,0
1578,1,1,2,0,33,17623460,0,0,0,0,0,1,0
1660,1,1,2,0,16,13603120,0,0,0,0,0,1,0
796,1,1,0,1,38,11578050,0,0,1,0,0,0,0
2416,4,2,0,0,20,12966920,0,0,0,1,0,0,0
760,1,1,0,1,16,8519200,0,0,1,0,0,0,0
1767,2,1,1,0,23,13025260,0,0,0,0,0,0,1
817,1,1,1,1,20,7824600,0,0,1,0,0,0,0
630,1,1,0,1,9,8547835,1,0,0,0,0,0,0
833,1,1,1,0,10,11165950,1,0,0,0,0,0,0
740,1,1,0,0,3,9263000,0,0,1,0,0,0,0
1520,2,1,1,0,15,13560300,0,0,0,1,0,0,0
769,1,1,0,0,34,6298700,0,0,1,0,0,0,0
1638,1,1,2,1,27,12727790,0,1,0,0,0,0,0
1857,3,2,0,1,7,16185010,0,0,0,0,0,0,1
924,1,1,1,1,33,9114000,0,0,0,0,1,0,0
600,1,1,0,1,16,6826655,1,0,0,0,0,0,0
1964,3,2,0,0,43,9329030,0,0,0,0,0,0,1
1914,2,1,2,1,33,13596110,0,1,0,0,0,0,0
1678,1,1,2,1,17,13253630,0,1,0,0,0,0,0
758,1,1,0,1,38,6988500,0,0,0,0,1,0,0
1110,1,1,1,0,23,6847250,0,0,0,0,1,0,0
1782,2,1,1,1,6,11671340,0,0,0,0,0,0,1
1282,2,2,0,1,37,9202070,1,0,0,0,0,0,0
913,1,1,1,1,34,9464900,0,0,1,0,0,0,0
1545,2,1,1,0,19,8308730,0,0,0,0,0,0,1
971,1,1,1,0,18,12038850,0,0,1,0,0,0,0
605,1,1,0,1,27,5722305,1,0,0,0,0,0,0
1014,1,1,1,1,35,9176650,0,0,1,0,0,0,0
982,1,1,1,0,10,12775700,0,0,1,0,0,0,0
1651,2,1,1,1,16,13637220,0,0,0,0,0,0,1
1288,1,1,1,0,43,4936250,0,0,0,0,1,0,0
1661,2,1,1,1,27,10555860,0,0,0,0,0,0,1
1578,2,1,1,1,29,9708030,0,0,0,0,0,0,1
1937,3,2,0,1,5,12782260,0,0,0,1,0,0,0
1403,2,2,0,0,44,5402500,0,0,0,0,1,0,0
968,1,1,1,1,36,10521855,1,0,0,0,0,0,0
1628,2,2,0,0,44,7150500,0,0,0,0,1,0,0
1287,2,2,0,1,14,14116310,1,0,0,0,0,0,0
1438,2,2,0,0,37,6717750,0,0,0,0,1,0,0
1351,2,2,0,1,44,6194125,0,0,0,0,1,0,0
956,1,1,1,1,18,9899250,0,0,1,0,0,0,0
1177,1,1,1,1,7,10664405,1,0,0,0,0,0,0
774,1,1,0,0,31,5899450,0,0,1,0,0,0,0
1207,1,1,1,0,32,5962250,0,0,0,0,1,0,0
1561,2,1,1,0,5,13489720,0,0,0,1,0,0,0
1156,1,1,1,0,7,10056250,0,0,0,0,1,0,0
1852,3,2,0,0,13,15592460,0,0,0,1,0,0,0
1190,1,1,1,0,33,12631750,0,0,1,0,0,0,0
1823,3,2,0,1,44,10249680,0,0,0,0,0,0,1
1527,2,1,1,0,11,7738440,0,0,0,0,0,0,1
581,1,1,0,1,12,7238000,0,0,0,0,1,0,0
519,1,1,0,1,19,6802000,0,0,0,0,1,0,0
1290,1,1,1,1,27,9433250,0,0,0,0,1,0,0
1274,2,1,1,1,10,9173450,0,0,1,0,0,0,0
1041,1,1,1,1,40,13919200,0,0,1,0,0,0,0
908,1,1,1,0,44,4343000,0,0,0,0,1,0,0
1525,2,2,0,1,7,12420250,0,0,0,0,1,0,0
1984,3,2,0,0,50,10169600,0,0,0,0,0,0,1
1537,2,2,0,0,28,12075000,0,0,0,0,1,0,0
1806,3,2,0,1,41,10885120,0,0,0,0,0,0,1
1152,1,1,1,0,12,9863280,1,0,0,0,0,0,0
1288,2,1,1,1,29,15733300,0,0,1,0,0,0,0
730,1,1,0,0,45,5198500,0,0,0,0,1,0,0
1730,2,1,1,0,26,10616020,0,0,0,0,0,0,1
845,1,1,1,0,22,10673850,0,0,1,0,0,0,0
1776,2,1,1,0,11,14834920,0,0,0,0,0,0,1
913,1,1,1,1,19,12893050,0,0,1,0,0,0,0
1124,1,1,1,0,40,8243880,0,0,1,0,0,0,0
766,1,1,0,0,44,4733000,0,0,0,0,1,0,0
665,1,1,0,0,16,6767000,0,0,0,0,1,0,0
762,1,1,0,0,40,6000540,0,0,1,0,0,0,0
1833,3,2,0,1,7,10922160,0,0,0,0,0,0,1
944,1,1,1,0,9,11663500,0,0,1,0,0,0,0
1754,1,1,2,0,44,11960070,0,1,0,0,0,0,0
875,1,1,1,1,17,11953500,0,0,1,0,0,0,0
1392,2,2,0,1,42,8539250,0,0,0,0,1,0,0
1853,2,1,2,1,11,13552840,0,0,0,0,0,1,0
1576,2,1,1,1,31,10931870,0,0,0,0,0,0,1
1022,1,1,1,1,12,12907200,0,0,1,0,0,0,0
1640,1,1,2,0,33,10649060,0,1,0,0,0,0,0
779,1,1,0,1,25,8197980,0,0,1,0,0,0,0
1729,2,1,1,1,45,11956550,0,0,0,0,0,0,1
715,1,1,0,1,35,10283850,0,0,1,0,0,0,0
1562,1,1,2,1,44,17314380,0,1,0,0,0,0,0
1203,1,1,1,1,43,6619875,0,0,0,0,1,0,0
1825,3,2,0,0,27,10783060,0,0,0,1,0,0,0
1707,2,1,1,0,34,9125100,0,0,0,0,0,0,1
998,1,1,1,1,17,7857455,1,0,0,0,0,0,0
1675,2,2,0,1,28,8297500,0,0,0,0,1,0,0
1792,1,1,2,0,10,20697270,0,1,0,0,0,0,0
1574,1,1,2,1,19,11772480,0,1,0,0,0,0,0
1070,1,1,1,1,30,9727500,0,0,0,0,1,0,0
1125,1,1,1,0,36,12401000,0,0,1,0,0,0,0
1971,3,2,0,1,33,14616160,0,0,0,0,0,0,1
1361,2,1,1,0,7,8976940,0,0,0,1,0,0,0
1786,3,2,0,0,23,9960280,0,0,0,1,0,0,0
612,1,1,0,1,25,5315750,0,0,0,0,1,0,0
1596,1,1,2,0,20,11262600,0,0,0,0,0,1,0
1644,1,1,2,0,19,11681720,0,1,0,0,0,0,0
1041,1,1,1,0,22,10646530,1,0,0,0,0,0,0
810,1,1,1,0,29,9352750,0,0,1,0,0,0,0
837,1,1,1,0,6,8582390,0,0,1,0,0,0,0
1884,2,1,2,1,15,14049650,0,0,0,0,0,1,0
1063,1,1,1,1,30,9253010,0,0,1,0,0,0,0
1298,1,1,1,0,19,6686000,0,0,0,0,1,0,0
1867,2,1,2,0,45,10721350,0,1,0,0,0,0,0
1575,1,1,2,0,42,10002210,0,0,0,0,0,1,0
1463,2,2,0,1,29,8110875,0,0,0,0,1,0,0
1164,1,1,1,1,23,8381750,0,0,0,0,1,0,0
1805,2,1,2,0,22,20438790,0,1,0,0,0,0,0
733,1,1,0,0,36,4886840,1,0,0,0,0,0,0
1197,1,1,1,1,14,9905510,1,0,0,0,0,0,0
2069,3,2,0,0,12,10042440,0,0,0,1,0,0,0
956,1,1,1,0,10,11330100,0,0,1,0,0,0,0
736,1,1,0,1,6,7839405,1,0,0,0,0,0,0
1050,1,1,1,1,12,9993600,0,0,1,0,0,0,0
2047,3,2,0,1,28,11992920,0,0,0,1,0,0,0
632,1,1,0,1,19,8899500,1,0,0,0,0,0,0
871,1,1,0,0,32,8068000,0,0,0,0,1,0,0
811,1,1,1,1,5,8824390,1,0,0,0,0,0,0
1087,1,1,1,0,4,8257475,1,0,0,0,0,0,0
1170,1,1,1,1,15,10250150,0,0,1,0,0,0,0
1843,3,2,0,0,29,9635530,0,0,0,0,0,0,1
1783,1,1,2,1,42,14106600,0,0,0,0,0,1,0
847,1,1,0,1,9,9032750,0,0,0,0,1,0,0
1258,2,1,1,0,29,8218210,0,0,1,0,0,0,0
979,1,1,1,0,16,7274625,0,0,0,0,1,0,0
1607,2,2,0,0,31,7404375,0,0,0,0,1,0,0
775,1,1,0,0,20,7726750,0,0,1,0,0,0,0
1830,3,2,0,0,19,11111430,0,0,0,0,0,0,1
961,1,1,1,1,18,8406500,0,0,1,0,0,0,0
1925,3,2,0,0,45,8372550,0,0,0,0,0,0,1
1301,1,1,1,1,26,13938120,0,0,0,1,0,0,0
1041,1,1,1,1,12,9197770,0,0,1,0,0,0,0
1593,2,2,0,1,18,7993125,0,0,0,0,1,0,0
779,1,1,0,0,8,10189000,0,0,1,0,0,0,0
725,1,1,0,0,4,8071375,1,0,0,0,0,0,0
1717,2,1,1,0,17,14350560,0,0,0,1,0,0,0
1248,2,2,0,0,19,8739885,1,0,0,0,0,0,0
1223,2,1,1,0,9,10501150,0,0,1,0,0,0,0
1925,2,1,2,1,7,23667340,0,0,0,0,0,1,0
907,1,1,1,1,35,9995590,0,0,1,0,0,0,0
1089,1,1,1,0,12,10000930,0,0,1,0,0,0,0
1574,1,1,2,0,25,11235770,0,1,0,0,0,0,0
1335,2,2,0,1,10,12986500,0,0,0,0,1,0,0
1876,3,2,0,1,21,16527040,0,0,0,1,0,0,0
2455,4,2,0,0,5,20063100,0,0,0,1,0,0,0
1280,1,1,1,0,10,6783500,0,0,0,0,1,0,0
2169,3,2,0,0,9,17039580,0,0,0,1,0,0,0
1897,3,2,0,0,40,10040100,0,0,0,0,0,0,1
975,1,1,1,0,36,8345750,0,0,1,0,0,0,0
1876,2,1,2,1,7,14685790,0,0,0,0,0,1,0
1931,2,1,2,1,11,14799120,0,1,0,0,0,0,0
1793,1,1,2,1,5,22348850,0,1,0,0,0,0,0
1618,1,1,2,1,29,12611320,0,0,0,0,0,1,0
1582,2,1,1,0,23,8155260,0,0,0,0,0,0,1
1050,1,1,1,1,20,14414750,0,0,1,0,0,0,0
1938,3,2,0,1,12,11854600,0,0,0,1,0,0,0
1894,2,1,2,1,39,14310420,0,1,0,0,0,0,0
1780,1,1,2,1,43,11574780,0,1,0,0,0,0,0
1636,2,1,1,1,45,8778570,0,0,0,0,0,0,1
1864,2,1,2,0,39,20691780,0,1,0,0,0,0,0
2478,4,2,0,1,7,19600940,0,0,0,1,0,0,0
725,1,1,0,1,33,4953250,0,0,0,0,1,0,0
1627,1,1,2,0,19,12093600,0,1,0,0,0,0,0
1652,2,2,0,0,19,5999250,0,0,0,0,1,0,0
1996,2,1,2,0,5,22567050,0,1,0,0,0,0,0
1463,2,1,1,0,15,12802100,0,0,0,1,0,0,0
1302,1,1,1,1,32,8871250,0,0,0,0,1,0,0
1294,2,1,1,0,5,8782150,0,0,1,0,0,0,0
1685,2,2,0,1,10,8895625,0,0,0,0,1,0,0
1790,2,1,1,0,47,7627340,0,0,0,0,0,0,1
1036,1,1,1,1,29,10030670,0,0,1,0,0,0,0
1688,1,1,2,1,31,19632920,0,1,0,0,0,0,0
1707,1,1,2,0,10,20192150,0,1,0,0,0,0,0
919,1,1,1,0,15,7989450,0,0,1,0,0,0,0
1528,2,1,1,1,7,8192790,0,0,0,0,0,0,1
1746,2,1,1,1,48,14917160,0,0,0,0,0,0,1
1885,2,1,2,1,18,13501410,0,1,0,0,0,0,0
1135,1,1,1,0,15,8699125,1,0,0,0,0,0,0
871,1,1,1,0,40,7373000,0,0,1,0,0,0,0
831,1,1,1,0,13,7713895,1,0,0,0,0,0,0
1216,2,1,1,1,22,9748900,0,0,1,0,0,0,0
1728,2,1,1,1,14,10930680,0,0,0,1,0,0,0
1677,1,1,2,0,10,11947050,0,1,0,0,0,0,0
1463,2,2,0,0,5,5885000,0,0,0,0,1,0,0
1739,1,1,2,0,35,10320700,0,0,0,0,0,1,0
668,1,1,0,0,36,3339000,0,0,0,0,1,0,0
1878,2,1,2,1,5,15496160,0,1,0,0,0,0,0
1780,1,1,2,0,39,13140580,0,1,0,0,0,0,0
1513,2,1,1,1,34,8008950,0,0,0,0,0,0,1
917,1,1,1,0,27,12508650,0,0,1,0,0,0,0
2157,3,2,0,0,30,11853140,0,0,0,1,0,0,0
730,1,1,0,0,44,4886000,0,0,0,0,1,0,0
1912,2,1,2,0,12,21107310,0,0,0,0,0,1,0
2411,4,2,0,0,5,12520540,0,0,0,1,0,0,0
1854,2,1,2,0,33,13173400,0,0,0,0,0,1,0
2075,3,2,0,0,29,10696080,0,0,0,1,0,0,0
1239,1,1,1,0,39,5281500,0,0,0,0,1,0,0
890,1,1,1,0,25,8414875,1,0,0,0,0,0,0
2471,4,2,0,0,22,13259060,0,0,0,1,0,0,0
