AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE
Chromepet,1163,1,1,1,1,31,10471560
Chromepet,708,1,1,0,0,14,7745900
Velachery,1855,3,2,0,0,54,7603630
Karapakkam,563,1,1,0,0,48,7116000
AnnaNagar,1768,1,1,2,1,38,14739250
Karapakkam,943,1,1,1,1,9,5796000
Chromepet,931,1,1,1,0,36,7520800
Chromepet,1127,1,1,1,1,36,9701800
KKNagar,1629,2,1,1,0,28,14192960
AnnaNagar,1656,1,1,2,1,17,14920370
TNagar,1676,1,1,2,1,10,12961070
Chromepet,856,1,1,1,0,30,8191250
Velachery,1663,2,1,1,1,11,14684370
AnnaNagar,1905,2,1,2,1,30,13152750
Karapakkam,861,1,1,0,1,6,8245625
Chromepet,1183,1,1,1,1,30,9627210
Karapakkam,1352,2,2,0,1,42,10937250
AnnaNagar,1510,1,1,2,0,39,10975430
Chromepet,987,1,1,1,1,19,9963440
Karapakkam,1245,1,1,1,1,15,7830375
Chromepet,1144,1,1,1,0,12,7464800
Chromepet,790,1,1,0,0,34,6846100
KKNagar,1736,2,1,1,1,23,11252380
Velachery,1950,3,2,0,1,45,11266200
KKNagar,2186,3,2,0,1,18,17733960
Adyar,843,1,1,1,0,26,8335390
Adyar,1022,1,1,1,0,10,9036250
KKNagar,2397,4,2,0,0,25,11770840
Chromepet,1083,1,1,1,0,33,9519460
Adyar,923,1,1,1,0,33,8984810
AnnaNagar,1958,2,1,2,1,25,22744800
Adyar,631,1,1,0,1,21,8141330
AnnaNagar,1829,2,1,2,0,34,19806350
KKNagar,2228,4,2,0,0,23,11966860
AnnaNagar,1969,2,1,2,1,20,15342740
Chromepet,1128,1,1,1,0,12,9985710
Adyar,922,1,1,1,0,36,6442655
Chromepet,1141,1,1,1,1,15,13883800
Velachery,1537,2,1,1,0,9,9920630
Adyar,720,1,1,0,1,23,11427045
KKNagar,2175,3,2,0,0,8,11790660
Adyar,1152,1,1,1,1,10,8235750
KKNagar,2278,4,2,0,1,16,12527740
KKNagar,2460,4,2,0,1,7,19389140
Velachery,1940,3,2,0,1,18,17797530
Karapakkam,693,1,1,0,0,29,4680125
Chromepet,966,1,1,1,0,4,8952550
Adyar,898,1,1,1,1,12,9350380
Adyar,918,1,1,1,0,35,9876540
AnnaNagar,1918,2,1,2,0,15,19609850
KKNagar,2333,4,2,0,0,14,17171100
Karapakkam,768,1,1,0,1,28,4855000
Chromepet,783,1,1,0,1,13,9165460
AnnaNagar,1661,1,1,2,0,28,12356960
Chromepet,958,1,1,1,1,33,12473300
Adyar,1276,2,2,0,0,12,12858080
KKNagar,1877,3,2,0,1,22,15665660
AnnaNagar,1845,2,1,2,1,44,12053080
KKNagar,1533,2,1,1,1,20,9357800
Chromepet,1257,2,1,1,1,5,12851040
Karapakkam,1353,2,2,0,1,31,9109750
Velachery,1672,2,1,1,1,44,7512030
Chromepet,1097,1,1,1,1,15,12764450
KKNagar,1986,3,2,0,1,19,10509200
Chromepet,1083,1,1,1,0,27,7155650
Chromepet,1218,2,1,1,1,34,12919650
TNagar,1903,2,1,2,0,27,13953400
Chromepet,860,1,1,1,1,6,12370100
Karapakkam,1003,1,1,1,0,30,6329250
Chromepet,1078,1,1,1,1,27,12846400
Chromepet,1133,1,1,1,1,22,9728460
KKNagar,1494,2,1,1,0,23,9354680
Adyar,626,1,1,0,0,32,8173180
Chromepet,719,1,1,0,0,37,7352150
Karapakkam,921,1,1,1,1,33,5655625
TNagar,1867,2,1,2,1,8,21988560
Chromepet,1010,1,1,1,0,36,8867600
Karapakkam,1404,2,2,0,0,13,6569750
Karapakkam,1305,1,1,1,0,38,6602375
Karapakkam,1647,2,2,0,1,15,10239375
Karapakkam,1433,2,2,0,1,6,9831375
Chromepet,925,1,1,1,0,29,9151000
Chromepet,964,1,1,1,1,7,10066680
Karapakkam,571,1,1,0,0,21,7899500
AnnaNagar,1828,2,1,2,0,34,12251920
Karapakkam,1595,2,2,0,1,40,9495375
Adyar,615,1,1,0,1,28,7700720
Chromepet,919,1,1,1,1,37,12217100
Chromepet,1018,1,1,1,1,33,11139610
TNagar,1578,1,1,2,0,33,17623460
TNagar,1660,1,1,2,0,16,13603120
Chromepet,796,1,1,0,1,38,11578050
KKNagar,2416,4,2,0,0,20,12966920
Chromepet,760,1,1,0,1,16,8519200
Velachery,1767,2,1,1,0,23,13025260
Chromepet,817,1,1,1,1,20,7824600
Adyar,630,1,1,0,1,9,8547835
Adyar,833,1,1,1,0,10,11165950
Chromepet,740,1,1,0,0,3,9263000
KKNagar,1520,2,1,1,0,15,13560300
Chromepet,769,1,1,0,0,34,6298700
AnnaNagar,1638,1,1,2,1,27,12727790
Velachery,1857,3,2,0,1,7,16185010
Karapakkam,924,1,1,1,1,33,9114000
Adyar,600,1,1,0,1,16,6826655
Velachery,1964,3,2,0,0,43,9329030
AnnaNagar,1914,2,1,2,1,33,13596110
AnnaNagar,1678,1,1,2,1,17,13253630
Karapakkam,758,1,1,0,1,38,6988500
Karapakkam,1110,1,1,1,0,23,6847250
Velachery,1782,2,1,1,1,6,11671340
Adyar,1282,2,2,0,1,37,9202070
Chromepet,913,1,1,1,1,34,9464900
Velachery,1545,2,1,1,0,19,8308730
Chromepet,971,1,1,1,0,18,12038850
Adyar,605,1,1,0,1,27,5722305
Chromepet,1014,1,1,1,1,35,9176650
Chromepet,982,1,1,1,0,10,12775700
Velachery,1651,2,1,1,1,16,13637220
Karapakkam,1288,1,1,1,0,43,4936250
Velachery,1661,2,1,1,1,27,10555860
Velachery,1578,2,1,1,1,29,9708030
KKNagar,1937,3,2,0,1,5,12782260
Karapakkam,1403,2,2,0,0,44,5402500
Adyar,968,1,1,1,1,36,10521855
Karapakkam,1628,2,2,0,0,44,7150500
Adyar,1287,2,2,0,1,14,14116310
Karapakkam,1438,2,2,0,0,37,6717750
Karapakkam,1351,2,2,0,1,44,6194125
Chromepet,956,1,1,1,1,18,9899250
Adyar,1177,1,1,1,1,7,10664405
Chromepet,774,1,1,0,0,31,5899450
Karapakkam,1207,1,1,1,0,32,5962250
KKNagar,1561,2,1,1,0,5,13489720
Karapakkam,1156,1,1,1,0,7,10056250
KKNagar,1852,3,2,0,0,13,15592460
Chromepet,1190,1,1,1,0,33,12631750
Velachery,1823,3,2,0,1,44,10249680
Velachery,1527,2,1,1,0,11,7738440
Karapakkam,581,1,1,0,1,12,7238000
Karapakkam,519,1,1,0,1,19,6802000
Karapakkam,1290,1,1,1,1,27,9433250
Chromepet,1274,2,1,1,1,10,9173450
Chromepet,1041,1,1,1,1,40,13919200
Karapakkam,908,1,1,1,0,44,4343000
Karapakkam,1525,2,2,0,1,7,12420250
Velachery,1984,3,2,0,0,50,10169600
Karapakkam,1537,2,2,0,0,28,12075000
Velachery,1806,3,2,0,1,41,10885120
Adyar,1152,1,1,1,0,12,9863280
Chromepet,1288,2,1,1,1,29,15733300
Karapakkam,730,1,1,0,0,45,5198500
Velachery,1730,2,1,1,0,26,10616020
Chromepet,845,1,1,1,0,22,10673850
Velachery,1776,2,1,1,0,11,14834920
Chromepet,913,1,1,1,1,19,12893050
Chromepet,1124,1,1,1,0,40,8243880
Karapakkam,766,1,1,0,0,44,4733000
Karapakkam,665,1,1,0,0,16,6767000
Chromepet,762,1,1,0,0,40,6000540
Velachery,1833,3,2,0,1,7,10922160
Chromepet,944,1,1,1,0,9,11663500
AnnaNagar,1754,1,1,2,0,44,11960070
Chromepet,875,1,1,1,1,17,11953500
Karapakkam,1392,2,2,0,1,42,8539250
TNagar,1853,2,1,2,1,11,13552840
Velachery,1576,2,1,1,1,31,10931870
Chromepet,1022,1,1,1,1,12,12907200
AnnaNagar,1640,1,1,2,0,33,10649060
Chromepet,779,1,1,0,1,25,8197980
Velachery,1729,2,1,1,1,45,11956550
Chromepet,715,1,1,0,1,35,10283850
AnnaNagar,1562,1,1,2,1,44,17314380
Karapakkam,1203,1,1,1,1,43,6619875
KKNagar,1825,3,2,0,0,27,10783060
Velachery,1707,2,1,1,0,34,9125100
Adyar,998,1,1,1,1,17,7857455
Karapakkam,1675,2,2,0,1,28,8297500
AnnaNagar,1792,1,1,2,0,10,20697270
AnnaNagar,1574,1,1,2,1,19,11772480
Karapakkam,1070,1,1,1,1,30,9727500
Chromepet,1125,1,1,1,0,36,12401000
Velachery,1971,3,2,0,1,33,14616160
KKNagar,1361,2,1,1,0,7,8976940
KKNagar,1786,3,2,0,0,23,9960280
Karapakkam,612,1,1,0,1,25,5315750
TNagar,1596,1,1,2,0,20,11262600
AnnaNagar,1644,1,1,2,0,19,11681720
Adyar,1041,1,1,1,0,22,10646530
Chromepet,810,1,1,1,0,29,9352750
Chromepet,837,1,1,1,0,6,8582390
TNagar,1884,2,1,2,1,15,14049650
Chromepet,1063,1,1,1,1,30,9253010
Karapakkam,1298,1,1,1,0,19,6686000
AnnaNagar,1867,2,1,2,0,45,10721350
TNagar,1575,1,1,2,0,42,10002210
Karapakkam,1463,2,2,0,1,29,8110875
Karapakkam,1164,1,1,1,1,23,8381750
AnnaNagar,1805,2,1,2,0,22,20438790
Adyar,733,1,1,0,0,36,4886840
Adyar,1197,1,1,1,1,14,9905510
KKNagar,2069,3,2,0,0,12,10042440
Chromepet,956,1,1,1,0,10,11330100
Adyar,736,1,1,0,1,6,7839405
Chromepet,1050,1,1,1,1,12,9993600
KKNagar,2047,3,2,0,1,28,11992920
Adyar,632,1,1,0,1,19,8899500
Karapakkam,871,1,1,0,0,32,8068000
Adyar,811,1,1,1,1,5,8824390
Adyar,1087,1,1,1,0,4,8257475
Chromepet,1170,1,1,1,1,15,10250150
Velachery,1843,3,2,0,0,29,9635530
TNagar,1783,1,1,2,1,42,14106600
Karapakkam,847,1,1,0,1,9,9032750
Chromepet,1258,2,1,1,0,29,8218210
Karapakkam,979,1,1,1,0,16,7274625
Karapakkam,1607,2,2,0,0,31,7404375
Chromepet,775,1,1,0,0,20,7726750
Velachery,1830,3,2,0,0,19,11111430
Chromepet,961,1,1,1,1,18,8406500
Velachery,1925,3,2,0,0,45,8372550
KKNagar,1301,1,1,1,1,26,13938120
Chromepet,1041,1,1,1,1,12,9197770
Karapakkam,1593,2,2,0,1,18,7993125
Chromepet,779,1,1,0,0,8,10189000
Adyar,725,1,1,0,0,4,8071375
KKNagar,1717,2,1,1,0,17,14350560
Adyar,1248,2,2,0,0,19,8739885
Chromepet,1223,2,1,1,0,9,10501150
TNagar,1925,2,1,2,1,7,23667340
Chromepet,907,1,1,1,1,35,9995590
Chromepet,1089,1,1,1,0,12,10000930
AnnaNagar,1574,1,1,2,0,25,11235770
Karapakkam,1335,2,2,0,1,10,12986500
KKNagar,1876,3,2,0,1,21,16527040
KKNagar,2455,4,2,0,0,5,20063100
Karapakkam,1280,1,1,1,0,10,6783500
KKNagar,2169,3,2,0,0,9,17039580
Velachery,1897,3,2,0,0,40,10040100
Chromepet,975,1,1,1,0,36,8345750
TNagar,1876,2,1,2,1,7,14685790
AnnaNagar,1931,2,1,2,1,11,14799120
AnnaNagar,1793,1,1,2,1,5,22348850
TNagar,1618,1,1,2,1,29,12611320
Velachery,1582,2,1,1,0,23,8155260
Chromepet,1050,1,1,1,1,20,14414750
KKNagar,1938,3,2,0,1,12,11854600
AnnaNagar,1894,2,1,2,1,39,14310420
AnnaNagar,1780,1,1,2,1,43,11574780
Velachery,1636,2,1,1,1,45,8778570
AnnaNagar,1864,2,1,2,0,39,20691780
KKNagar,2478,4,2,0,1,7,19600940
Karapakkam,725,1,1,0,1,33,4953250
AnnaNagar,1627,1,1,2,0,19,12093600
Karapakkam,1652,2,2,0,0,19,5999250
AnnaNagar,1996,2,1,2,0,5,22567050
KKNagar,1463,2,1,1,0,15,12802100
Karapakkam,1302,1,1,1,1,32,8871250
Chromepet,1294,2,1,1,0,5,8782150
Karapakkam,1685,2,2,0,1,10,8895625
Velachery,1790,2,1,1,0,47,7627340
Chromepet,1036,1,1,1,1,29,10030670
AnnaNagar,1688,1,1,2,1,31,19632920
AnnaNagar,1707,1,1,2,0,10,20192150
Chromepet,919,1,1,1,0,15,7989450
Velachery,1528,2,1,1,1,7,8192790
Velachery,1746,2,1,1,1,48,14917160
AnnaNagar,1885,2,1,2,1,18,13501410
Adyar,1135,1,1,1,0,15,8699125
Chromepet,871,1,1,1,0,40,7373000
Adyar,831,1,1,1,0,13,7713895
Chromepet,1216,2,1,1,1,22,9748900
KKNagar,1728,2,1,1,1,14,10930680
AnnaNagar,1677,1,1,2,0,10,11947050
Karapakkam,1463,2,2,0,0,5,5885000
TNagar,1739,1,1,2,0,35,10320700
Karapakkam,668,1,1,0,0,36,3339000
AnnaNagar,1878,2,1,2,1,5,15496160
AnnaNagar,1780,1,1,2,0,39,13140580
Velachery,1513,2,1,1,1,34,8008950
Chromepet,917,1,1,1,0,27,12508650
KKNagar,2157,3,2,0,0,30,11853140
Karapakkam,730,1,1,0,0,44,4886000
TNagar,1912,2,1,2,0,12,21107310
KKNagar,2411,4,2,0,0,5,12520540
TNagar,1854,2,1,2,0,33,13173400
KKNagar,2075,3,2,0,0,29,10696080
Karapakkam,1239,1,1,1,0,39,5281500
Adyar,890,1,1,1,0,25,8414875
KKNagar,2471,4,2,0,0,22,13259060
KKNagar,1303,1,1,1,1,13,8496660
KKNagar,1532,2,1,1,1,12,13405440
Karapakkam,947,1,1,1,1,28,8709375
KKNagar,2271,4,2,0,0,14,18436880
Karapakkam,1610,2,2,0,1,27,12876250
Chromepet,808,1,1,1,0,6,9544050
Karapakkam,1626,2,2,0,1,25,9478500
KKNagar,1596,2,1,1,1,28,13502160
KKNagar,1653,2,1,1,1,4,11222760
Velachery,1609,2,1,1,1,5,9588670
TNagar,1503,1,1,2,1,35,17978100
Chromepet,1232,2,1,1,1,21,9371100
KKNagar,1838,3,2,0,0,16,9244720
Velachery,1511,2,1,1,0,33,6702360
Chromepet,1072,1,1,1,1,29,12893150
Adyar,1291,2,2,0,0,22,10168445
AnnaNagar,1771,1,1,2,0,42,11123540
Chromepet,709,1,1,0,1,36,9332280
TNagar,1886,2,1,2,0,13,15416110
Velachery,1540,2,1,1,1,47,8174460
AnnaNagar,1712,1,1,2,0,35,19337750
Chromepet,853,1,1,1,1,7,9872250
Chromepet,890,1,1,1,1,34,11492450
Chromepet,934,1,1,1,0,22,8750680
Adyar,1113,1,1,1,1,6,8449490
Adyar,1183,1,1,1,1,8,14046320
Karapakkam,527,1,1,0,1,48,5173250
Chromepet,996,1,1,1,1,27,9831120
KKNagar,1730,2,1,1,1,7,10651140
Velachery,1697,2,1,1,0,14,12666780
KKNagar,2260,4,2,0,0,22,12528440
AnnaNagar,1754,1,1,2,1,30,13330820
AnnaNagar,1633,1,1,2,1,12,19300690
Chromepet,914,1,1,1,0,32,8155200
KKNagar,2457,4,2,0,1,29,13907120
TNagar,1946,2,1,2,0,7,21897640
Adyar,713,1,1,0,0,20,7676000
Chromepet,1179,1,1,1,1,3,10044200
Velachery,1770,2,1,1,0,23,8548080
Velachery,1833,3,2,0,1,39,15741200
KKNagar,2335,4,2,0,0,12,12290940
Adyar,1122,1,1,1,0,24,7498275
AnnaNagar,1866,2,1,2,1,20,14409230
Karapakkam,1635,2,2,0,0,43,10763000
AnnaNagar,1514,1,1,2,0,19,12047650
Adyar,1242,2,2,0,1,38,9378485
AnnaNagar,1861,2,1,2,1,30,12006850
KKNagar,1650,2,1,1,1,12,14278260
Velachery,1802,3,2,0,0,12,8288940
Velachery,1594,2,1,1,1,9,9865200
Adyar,1217,2,2,0,0,4,14178675
KKNagar,1926,3,2,0,0,8,9839960
Karapakkam,1143,1,1,1,1,36,5280500
Chromepet,1129,1,1,1,0,32,9214930
Chromepet,937,1,1,1,1,25,8245950
Adyar,790,1,1,0,0,40,7329900
Adyar,1215,2,2,0,0,36,15103540
Chromepet,976,1,1,1,1,22,11943700
Adyar,604,1,1,0,1,24,6322560
Velachery,1672,2,1,1,0,22,10904740
KKNagar,2382,4,2,0,0,24,18192700
KKNagar,1324,1,1,1,1,25,8962700
Karapakkam,1198,1,1,1,1,36,10599000
Karapakkam,1347,2,2,0,0,31,8268875
Velachery,1845,3,2,0,1,23,11395560
Karapakkam,1569,2,2,0,0,11,8792500
TNagar,1548,1,1,2,0,23,13249450
Chromepet,1143,1,1,1,1,8,9305660
Chromepet,1127,1,1,1,0,14,9198100
Karapakkam,585,1,1,0,1,14,3906750
KKNagar,1823,3,2,0,0,22,10748500
KKNagar,1891,3,2,0,1,18,16864980
Velachery,1781,2,1,1,0,51,7950320
KKNagar,2328,4,2,0,1,22,18646240
Velachery,1958,3,2,0,0,37,9491790
Karapakkam,977,1,1,1,0,15,7095250
Adyar,797,1,1,0,1,39,7975085
Chromepet,700,1,1,0,1,13,6973750
Karapakkam,1483,2,2,0,1,4,10032375
Chromepet,843,1,1,1,0,36,7812910
Karapakkam,1464,2,2,0,1,4,8988750
Adyar,858,1,1,1,1,12,9563095
KKNagar,1927,3,2,0,1,8,17651360
TNagar,1664,1,1,2,0,18,13427680
Adyar,1293,2,2,0,0,5,9104275
AnnaNagar,1681,1,1,2,0,4,18312300
Chromepet,1073,1,1,1,1,17,9760960
Chromepet,916,1,1,1,0,16,7319800
Velachery,1617,2,1,1,0,27,12167290
KKNagar,2223,4,2,0,0,14,11839680
Chromepet,877,1,1,1,1,33,12640950
Karapakkam,802,1,1,0,1,26,7832500
KKNagar,2057,3,2,0,1,21,11396020
AnnaNagar,1990,2,1,2,1,5,14927450
Karapakkam,975,1,1,1,1,8,8261000
TNagar,1519,1,1,2,1,38,18169910
Karapakkam,1537,2,2,0,0,25,8178625
Karapakkam,1502,2,2,0,1,41,6677000
Adyar,1016,1,1,1,0,36,7041840
TNagar,1502,1,1,2,0,37,9433610
Karapakkam,1497,2,2,0,0,15,8164875
Adyar,850,1,1,1,0,20,6575100
AnnaNagar,1940,2,1,2,0,43,14198960
Karapakkam,1523,2,2,0,1,29,6916250
Chromepet,711,1,1,0,1,33,6354550
Velachery,1671,2,1,1,0,23,7352510
Chromepet,1293,2,1,1,1,16,14017800
Karapakkam,1615,2,2,0,1,22,12288250
Velachery,1526,2,1,1,1,26,9091390
KKNagar,2296,4,2,0,1,14,14327400
AnnaNagar,1600,1,1,2,0,30,12401250
Karapakkam,1122,1,1,1,0,21,7809500
Chromepet,821,1,1,1,0,37,6678470
Velachery,1678,2,1,1,1,21,14452540
Karapakkam,587,1,1,0,1,30,5185125
Adyar,613,1,1,0,0,38,6193485
Chromepet,714,1,1,0,1,12,8144950
Karapakkam,596,1,1,0,0,19,5766000
KKNagar,1804,3,2,0,1,8,11065040
Karapakkam,1058,1,1,1,1,11,9121000
Chromepet,884,1,1,1,1,14,9668900
KKNagar,2321,4,2,0,0,21,11291220
Karapakkam,1603,2,2,0,1,6,14077500
Adyar,715,1,1,0,1,10,10571650
Karapakkam,1397,2,2,0,1,47,9888000
AnnaNagar,1604,1,1,2,1,27,12985460
KKNagar,1533,2,1,1,0,24,12844280
AnnaNagar,1744,1,1,2,1,14,13832030
Chromepet,1097,1,1,1,0,21,8792100
Chromepet,748,1,1,0,0,31,10727250
Adyar,847,1,1,1,0,23,5254245
TNagar,1535,1,1,2,0,11,18163890
Karapakkam,1558,2,2,0,0,45,7047750
Velachery,1696,2,1,1,0,14,9475100
AnnaNagar,1868,2,1,2,1,20,13107540
Karapakkam,591,1,1,0,0,9,5865875
AnnaNagar,1539,1,1,2,0,15,10959440
AnnaNagar,1594,1,1,2,1,44,12918430
Chromepet,1074,1,1,1,1,29,14048900
Chromepet,736,1,1,0,0,7,10316800
Chromepet,904,1,1,1,0,33,7831830
Chromepet,802,1,1,1,1,9,12971150
Karapakkam,1445,2,2,0,0,37,8783500
Velachery,1623,2,1,1,0,8,10346560
AnnaNagar,1978,2,1,2,1,29,13831750
Karapakkam,1546,2,2,0,0,44,8340500
KKNagar,1896,3,2,0,0,14,10461400
KKNagar,1673,2,1,1,1,16,16280140
KKNagar,2334,4,2,0,0,7,17422560
Chromepet,1114,1,1,1,0,38,9214700
Chromepet,776,1,1,0,1,8,8237550
Karapakkam,1675,2,2,0,1,4,10893375
TNagar,1590,1,1,2,1,35,20142850
TNagar,1639,1,1,2,0,6,19704720
Velachery,1712,2,1,1,1,45,8137800
Adyar,1118,1,1,1,1,38,8351070
Adyar,792,1,1,0,0,9,9522150
Adyar,1190,1,1,1,1,25,9632875
Chromepet,1243,2,1,1,0,21,9469350
AnnaNagar,1657,1,1,2,0,18,12116210
Chromepet,1008,1,1,1,0,32,9324960
Velachery,1658,2,1,1,1,21,14086140
KKNagar,1381,2,1,1,0,7,13306740
Karapakkam,929,1,1,1,0,9,7698750
Chromepet,1166,1,1,1,0,5,10093170
Chromepet,1239,2,1,1,0,30,9819130
Chromepet,1231,2,1,1,0,22,9592970
AnnaNagar,1973,2,1,2,0,39,12198380
KKNagar,2244,4,2,0,0,21,12356100
Karapakkam,1577,2,2,0,1,18,6687375
TNagar,1854,2,1,2,1,39,12763900
Chromepet,1109,1,1,1,0,11,10078530
KKNagar,1801,3,2,0,0,7,10345940
Chromepet,1257,2,1,1,0,38,13773700
Karapakkam,531,1,1,0,0,34,3767125
Karapakkam,1380,2,2,0,0,29,8624750
KKNagar,1758,2,1,1,0,12,8850660
AnnaNagar,1777,1,1,2,1,5,14237800
AnnaNagar,1943,2,1,2,0,25,14078710
Velachery,1964,3,2,0,1,4,10705950
AnnaNagar,1777,1,1,2,1,31,14138950
AnnaNagar,1751,1,1,2,0,21,10561720
KKNagar,1573,2,1,1,0,20,9336800
KKNagar,1438,2,1,1,1,26,13750340
Adyar,925,1,1,1,0,35,7487725
Chromepet,1280,2,1,1,0,16,10700200
Adyar,947,1,1,1,1,14,8931410
TNagar,1981,2,1,2,0,40,13923830
KKNagar,1554,2,1,1,0,15,9444500
Velachery,1762,2,1,1,1,39,8899780
AnnaNagar,1835,2,1,2,0,18,12605360
KKNagar,1351,2,1,1,1,27,9914760
Chromepet,750,1,1,0,0,23,7954750
Velachery,1598,2,1,1,0,49,13087480
Velachery,1856,3,2,0,1,37,9430410
Velachery,1584,2,1,1,0,48,8183130
Adyar,852,1,1,1,0,24,8355660
Karapakkam,1650,2,2,0,1,46,10554500
Karapakkam,1606,2,2,0,0,12,7557000
Adyar,1152,1,1,1,1,39,10008685
KKNagar,1763,2,1,1,1,18,12182240
AnnaNagar,1969,2,1,2,1,20,22916500
Adyar,994,1,1,1,1,27,7205505
TNagar,1566,1,1,2,0,25,11225380
Chromepet,914,1,1,1,1,9,12010350
AnnaNagar,1757,1,1,2,0,28,11839510
Adyar,1241,2,2,0,0,32,10568895
Velachery,1926,3,2,0,0,35,14814620
Velachery,1531,2,1,1,0,12,6745340
Adyar,928,1,1,1,0,40,10595700
Velachery,1716,2,1,1,0,45,7777550
Velachery,1637,2,1,1,1,14,9014800
Chromepet,1286,2,1,1,1,15,10675820
Karapakkam,1694,2,2,0,0,18,11405500
Chromepet,770,1,1,0,0,20,9876750
Velachery,1677,2,1,1,1,21,8859220
Adyar,790,1,1,0,0,28,9758035
Chromepet,1115,1,1,1,1,36,9005600
KKNagar,1723,2,1,1,0,22,9160860
Karapakkam,1013,1,1,1,0,28,9511000
Karapakkam,1143,1,1,1,0,47,5947125
KKNagar,1676,2,1,1,1,10,15244800
Adyar,960,1,1,1,1,26,8428090
TNagar,1849,2,1,2,0,21,13393470
Karapakkam,850,1,1,0,0,30,3874500
Chromepet,935,1,1,1,1,21,11529500
Karapakkam,1247,1,1,1,1,27,10758000
Karapakkam,1420,2,2,0,0,6,9082000
Chromepet,989,1,1,1,0,6,9315900
Chromepet,1227,2,1,1,1,15,8845600
Velachery,1626,2,1,1,0,49,7257400
Chromepet,787,1,1,0,1,30,10751700
Velachery,1576,2,1,1,1,32,8567240
Karapakkam,594,1,1,0,0,42,5308500
Chromepet,991,1,1,1,0,32,8765000
Karapakkam,684,1,1,0,0,33,3916750
Velachery,1717,2,1,1,0,27,7369890
Adyar,1195,1,1,1,1,4,9640575
Chromepet,951,1,1,1,0,8,11239600
Karapakkam,825,1,1,0,1,29,6778000
KKNagar,2498,4,2,0,1,22,19200260
Karapakkam,830,1,1,0,0,19,4242000
Karapakkam,1459,2,2,0,1,33,10388375
Chromepet,820,1,1,1,0,26,8254700
KKNagar,2434,4,2,0,1,12,14361720
Karapakkam,1647,2,2,0,1,13,9499000
Karapakkam,847,1,1,0,1,30,6814000
AnnaNagar,1863,2,1,2,1,28,15082700
Adyar,1080,1,1,1,1,7,10546405
Chromepet,1292,2,1,1,0,6,9746100
KKNagar,1883,3,2,0,1,29,11447860
Velachery,1748,2,1,1,0,49,9516880
Karapakkam,1621,2,2,0,0,36,7580125
KKNagar,2061,3,2,0,1,8,11373980
Velachery,1521,2,1,1,0,26,12842120
Chromepet,839,1,1,1,1,23,11650250
Chromepet,1296,2,1,1,0,5,9576550
Chromepet,1027,1,1,1,1,13,9265490
KKNagar,1921,3,2,0,0,17,11354960
Adyar,855,1,1,1,1,36,7815055
Velachery,1857,3,2,0,1,46,10188470
Chromepet,920,1,1,1,1,35,9211400
Velachery,1781,2,1,1,0,50,12296550
AnnaNagar,1658,1,1,2,0,43,9615130
Karapakkam,1611,2,2,0,1,44,12699000
KKNagar,1339,2,1,1,1,6,11084700
Karapakkam,876,1,1,0,1,26,6763000
Velachery,1880,3,2,0,0,19,15074080
Karapakkam,1227,1,1,1,1,29,4969250
Chromepet,918,1,1,1,0,28,8745660
Chromepet,750,1,1,0,1,23,10428000
AnnaNagar,1631,1,1,2,0,44,10323980
Karapakkam,782,1,1,0,0,45,4842750
Chromepet,1258,2,1,1,1,27,11154910
TNagar,1536,1,1,2,1,8,12754890
Karapakkam,643,1,1,0,0,40,6501000
Adyar,919,1,1,1,1,8,8802735
Karapakkam,1180,1,1,1,0,19,8366750
Adyar,1167,1,1,1,0,7,10474605
Velachery,1698,2,1,1,1,34,10509330
Adyar,1051,1,1,1,0,28,8090620
Chromepet,881,1,1,1,0,5,8734920
Karapakkam,1042,1,1,1,1,38,6369250
Velachery,1954,3,2,0,0,31,9484440
Adyar,919,1,1,1,0,40,9310300
Karapakkam,1287,1,1,1,0,16,9260750
AnnaNagar,1793,1,1,2,1,8,13186280
KKNagar,1814,3,2,0,1,17,16271740
Velachery,1889,3,2,0,0,35,7311370
Velachery,1642,2,1,1,0,44,11653680
Velachery,1910,3,2,0,0,10,15831550
Chromepet,990,1,1,1,0,11,7302250
KKNagar,1842,3,2,0,1,25,11904740
Karapakkam,825,1,1,0,0,17,9305750
Chromepet,802,1,1,1,1,10,8657100
Karapakkam,858,1,1,0,0,11,5601750
KKNagar,1499,2,1,1,1,22,9789220
AnnaNagar,1828,2,1,2,1,38,20581330
Chromepet,717,1,1,0,1,23,7725200
Karapakkam,504,1,1,0,0,8,7019000
AnnaNagar,1823,2,1,2,1,24,13410030
KKNagar,1721,2,1,1,1,30,10199400
TNagar,1734,1,1,2,0,45,18918950
Chromepet,787,1,1,0,1,31,11703450
Chromepet,1265,2,1,1,0,23,9735200
Velachery,1967,3,2,0,0,33,10826810
Chromepet,1008,1,1,1,1,10,12894500
Chromepet,1120,1,1,1,1,37,13208750
AnnaNagar,1952,2,1,2,1,41,21026890
Karapakkam,1100,1,1,1,0,47,5438750
Adyar,1098,1,1,1,1,34,10556410
KKNagar,1470,2,1,1,0,17,9163340
Chromepet,970,1,1,1,1,16,7463750
KKNagar,1432,2,1,1,1,27,11489580
Karapakkam,790,1,1,0,0,18,6102500
Chromepet,1149,1,1,1,0,4,13734350
Chromepet,762,1,1,0,0,26,7037100
Chromepet,847,1,1,1,1,34,8931450
Velachery,1954,3,2,0,1,27,10151490
